Record_ID,Month,SKU_ID,SKU_Description,Product_Group,UoM,Base_Monthly_Demand,Avg_Monthly_Demand_est,Forecast_Method,Forecast_units,Actual_Demand_units,Forecast_Error_units,Absolute_Error_units,APE,Supplier_LeadTime_days,Transit_days,Total_LeadTime_days,Safety_Stock_units,Reorder_Point_units,OnHand_Inventory_units,Planned_Receipts_units,Replenishment_Order_units,Production_Plan_units,MOQ_units,Unit_Cost_USD,Inventory_Value_USD,Days_of_Inventory,Fill_Rate_pct,Stockout_Flag,SLOB_Flag,Produced_InHouse,Shelf_Life_days,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Holding_Cost_pct_annual,Holding_Cost_USD_monthly,Planned_Receipt_Date,Actual_Receipt_Date,PO_OnTime_Flag,Customer_Priority,Revenue_per_unit_USD,Monthly_Revenue_USD,Manufacturing_Line,Production_Capacity_units_per_month,Line_Changeover_time_hrs,Safety_Stock_z90_units,Safety_Stock_z95_units,Safety_Stock_z98_units,OTIF_approx_flag,Capacity_Utilization_pct,Expiry_Value_USD
SKU0007_202412,2024-12-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,276,Collaborative Judgment,296,269,-27,27,"0,1004",52,5,57,25,536,429,367,3055,0,3055,"18,36","7876,44","47,8",100,0,0,FALSE,730,2024-12-06,2026-12-06,735,"0,1","65,637",2024-12-08 00:00:00,2024-12-18 00:00:00,0,Medium,"26,622","7161,318",Line_A,,,20,25,32,0,,0
SKU0007_202501,2025-01-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,282,Exponential Smoothing,311,228,-83,83,"0,364",52,1,53,24,427,99,217,3055,0,3055,"18,36","1817,64",13,100,0,0,FALSE,730,2025-01-09,2027-01-09,738,"0,1","15,147",2025-01-08 00:00:00,2025-01-06 00:00:00,1,Medium,"26,622","6069,816",Line_A,,,19,24,30,1,,0
SKU0007_202502,2025-02-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,288,Exponential Smoothing,371,316,-55,55,"0,1741",52,7,59,25,646,273,297,3055,0,3055,"18,36","5012,28","25,9",100,0,0,FALSE,730,2025-02-05,2027-02-05,734,"0,1","41,769",2025-02-08 00:00:00,2025-02-14 00:00:00,0,Medium,"26,622","8412,552",Line_A,,,20,26,32,0,,0
SKU0007_202503,2025-03-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,294,Exponential Smoothing,289,371,82,82,"0,221",52,5,57,25,730,255,218,3055,0,3055,"18,36","4681,8","20,6",100,0,0,FALSE,730,2025-03-05,2027-03-05,734,"0,1","39,015",2025-03-08 00:00:00,2025-03-13 00:00:00,0,Medium,"26,622","9876,762",Line_A,,,20,25,32,0,,0
SKU0007_202504,2025-04-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,300,Exponential Smoothing,307,270,-37,37,"0,137",52,10,62,26,584,0,326,3055,0,3055,"18,36",0,0,100,0,0,FALSE,730,2025-04-10,2027-04-10,739,"0,1",0,2025-04-08 00:00:00,2025-04-14 00:00:00,0,Medium,"26,622","7187,94",Line_A,,,21,26,33,0,,0
SKU0007_202505,2025-05-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,306,Exponential Smoothing,340,251,-89,89,"0,3546",52,8,60,25,527,399,158,3055,0,3055,"18,36","7325,64","47,7",100,0,0,FALSE,730,2025-05-07,2027-05-07,736,"0,1","61,047",2025-05-08 00:00:00,2025-05-09 00:00:00,1,Medium,"26,622","6682,122",Line_A,,,20,26,32,1,,0
SKU0007_202506,2025-06-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,312,Exponential Smoothing,259,239,-20,20,"0,0837",52,3,55,24,462,143,300,3055,0,3055,"18,36","2625,48","17,9",100,0,0,FALSE,730,2025-06-04,2027-06-04,733,"0,1","21,879",2025-06-08 00:00:00,2025-06-06 00:00:00,1,Medium,"26,622","6362,658",Line_A,,,20,25,31,1,,0
SKU0007_202507,2025-07-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,318,Collaborative Judgment,215,329,114,114,"0,3465",52,10,62,26,706,125,130,3055,0,3055,"18,36",2295,"11,4","77,51",1,0,FALSE,730,2025-07-03,2027-07-03,732,"0,1","19,125",2025-07-08 00:00:00,2025-07-08 00:00:00,1,Medium,"26,622","8758,638",Line_A,,,21,26,33,1,,0
SKU0007_202508,2025-08-01 00:00:00,SKU0007,Surfactants Grade A,Surfactants,kg,300,324,Causal (Promo),245,253,8,8,"0,0316",52,8,60,25,531,81,163,3055,0,3055,"18,36","1487,16","9,6","96,44",1,0,FALSE,730,2025-08-09,2027-08-09,738,"0,1","12,393",2025-08-08 00:00:00,2025-08-16 00:00:00,0,Medium,"26,622","6735,366",Line_A,,,20,26,32,0,,0
SKU0008_202411,2024-11-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,330,Collaborative Judgment,370,558,188,188,"0,3369",19,7,26,20,504,438,427,1578,0,1578,"5,75","2518,5","23,5",100,0,0,FALSE,1095,2024-11-02,2027-11-02,1096,"0,09","18,88875",2024-11-08 00:00:00,2024-11-16 00:00:00,0,Medium,"8,625","4812,75",Line_B,,,16,21,26,0,,0
SKU0008_202412,2024-12-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,338,Collaborative Judgment,556,358,-198,198,"0,5531",19,5,24,20,306,133,263,1578,0,1578,"5,75","764,75","11,1",100,0,0,FALSE,1095,2024-12-04,2027-12-04,1098,"0,09","5,735625",2024-12-08 00:00:00,2024-12-11 00:00:00,0,Medium,"8,625","3087,75",Line_B,,,16,20,25,0,,0
SKU0008_202501,2025-01-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,345,ARIMA,336,469,133,133,"0,2836",19,1,20,18,331,26,144,1578,0,1578,"5,75","149,5","1,7","36,25",1,0,FALSE,1095,2025-01-02,2028-01-02,1096,"0,09","1,12125",2025-01-08 00:00:00,2025-01-16 00:00:00,0,Medium,"8,625","4045,125",Line_B,,,15,18,23,0,,0
SKU0008_202502,2025-02-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,352,Causal (Promo),435,385,-50,50,"0,1299",19,6,25,20,341,116,387,1578,0,1578,"5,75",667,9,100,0,0,FALSE,1095,2025-02-04,2028-02-04,1098,"0,09","5,0025",2025-02-08 00:00:00,2025-02-17 00:00:00,0,Medium,"8,625","3320,625",Line_B,,,16,21,26,0,,0
SKU0008_202503,2025-03-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,360,Collaborative Judgment,475,288,-187,187,"0,6493",19,9,28,21,290,450,270,0,0,1578,"5,75","2587,5","46,9",100,0,0,FALSE,1095,2025-03-09,2028-03-08,1103,"0,09","19,40625",2025-03-08 00:00:00,2025-03-12 00:00:00,0,Medium,"8,625",2484,Line_B,,,17,22,27,0,,0
SKU0008_202504,2025-04-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,367,Collaborative Judgment,384,284,-100,100,"0,3521",19,6,25,20,257,312,99,0,0,1578,"5,75",1794,33,100,0,0,FALSE,1095,2025-04-09,2028-04-08,1103,"0,09","13,455",2025-04-08 00:00:00,2025-04-07 00:00:00,1,Medium,"8,625","2449,5",Line_B,,,16,21,26,1,,0
SKU0008_202505,2025-05-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,374,Naive,307,345,38,38,"0,1101",19,9,28,21,343,367,199,0,0,1578,"5,75","2110,25","31,9",100,0,0,FALSE,1095,2025-05-06,2028-05-05,1100,"0,09","15,826875",2025-05-08 00:00:00,2025-05-18 00:00:00,0,Medium,"8,625","2975,625",Line_B,,,17,22,27,0,,0
SKU0008_202506,2025-06-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,382,ARIMA,297,445,148,148,"0,3326",19,3,22,19,345,194,273,1578,0,1578,"5,75","1115,5","13,1",100,0,0,FALSE,1095,2025-06-08,2028-06-07,1102,"0,09","8,36625",2025-06-08 00:00:00,2025-06-05 00:00:00,1,Medium,"8,625","3838,125",Line_B,,,15,19,24,1,,0
SKU0008_202507,2025-07-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,389,Exponential Smoothing,375,415,40,40,"0,0964",19,11,30,22,437,570,321,0,0,1578,"5,75","3277,5","41,2",100,0,0,FALSE,1095,2025-07-03,2028-07-02,1097,"0,09","24,58125",2025-07-08 00:00:00,2025-07-08 00:00:00,1,Medium,"8,625","3579,375",Line_B,,,18,23,28,1,,0
SKU0008_202508,2025-08-01 00:00:00,SKU0008,Additives Grade C,Additives,kg,367,396,Exponential Smoothing,388,414,26,26,"0,0628",19,6,25,20,365,213,429,1578,0,1578,"5,75","1224,75","15,4",100,0,0,FALSE,1095,2025-08-10,2028-08-09,1104,"0,09","9,185625",2025-08-08 00:00:00,2025-08-06 00:00:00,1,Medium,"8,625","3570,75",Line_B,,,16,21,26,1,,0
SKU0009_202411,2024-11-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,337,Collaborative Judgment,350,244,-106,106,"0,4344",50,9,59,31,511,190,143,5443,5443,5443,"0,5",95,"23,4",100,0,0,TRUE,730,2024-11-04,2026-11-04,733,"0,06","0,475",2024-11-08 00:00:00,2024-11-12 00:00:00,0,Medium,"0,6","146,4",Line_C,10000,6,25,32,40,0,"54,43",0
SKU0009_202412,2024-12-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,344,Exponential Smoothing,286,469,183,183,"0,3902",50,7,57,31,922,151,581,5443,5443,5443,"0,5","75,5","9,7",100,0,0,TRUE,730,2024-12-10,2026-12-10,739,"0,06","0,3775",2024-12-08 00:00:00,2024-12-08 00:00:00,1,Medium,"0,6","281,4",Line_C,10000,3,25,31,39,1,"54,43",0
SKU0009_202501,2025-01-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,352,Exponential Smoothing,350,383,33,33,"0,0862",50,7,57,31,759,386,199,5443,5443,5443,"0,5",193,"30,2",100,0,0,TRUE,730,2025-01-07,2027-01-07,736,"0,06","0,965",2025-01-08 00:00:00,2025-01-06 00:00:00,1,Medium,"0,6","229,8",Line_C,10000,7,25,31,39,1,"54,43",0
SKU0009_202502,2025-02-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,359,Exponential Smoothing,306,309,3,3,"0,0097",50,8,58,31,628,619,290,5443,5443,5443,"0,5","309,5","60,1",100,0,0,TRUE,730,2025-02-08,2027-02-08,737,"0,06","1,5475",2025-02-08 00:00:00,2025-02-18 00:00:00,0,Medium,"0,6","185,4",Line_C,10000,8,25,32,40,0,"54,43",0
SKU0009_202503,2025-03-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,367,Exponential Smoothing,352,308,-44,44,"0,1429",50,4,54,30,584,402,205,5443,5443,5443,"0,5",201,"39,2",100,0,0,TRUE,730,2025-03-02,2027-03-02,731,"0,06","1,005",2025-03-08 00:00:00,2025-03-10 00:00:00,1,Medium,"0,6","184,8",Line_C,10000,5,24,31,38,1,"54,43",0
SKU0009_202504,2025-04-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,374,Collaborative Judgment,272,547,275,275,"0,5027",50,3,53,30,996,232,387,5443,5443,5443,"0,5",116,"12,7",100,0,0,TRUE,730,2025-04-07,2027-04-07,736,"0,06","0,58",2025-04-08 00:00:00,2025-04-10 00:00:00,1,Medium,"0,6","328,2",Line_C,10000,1,24,30,38,1,"54,43",0
SKU0009_202505,2025-05-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,381,Exponential Smoothing,396,355,-41,41,"0,1155",50,2,52,29,644,407,68,5443,5443,5443,"0,5","203,5","34,4",100,0,0,TRUE,730,2025-05-05,2027-05-05,734,"0,06","1,0175",2025-05-08 00:00:00,2025-05-14 00:00:00,0,Medium,"0,6",213,Line_C,10000,2,24,30,37,0,"54,43",0
SKU0009_202506,2025-06-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,389,Exponential Smoothing,364,317,-47,47,"0,1483",50,10,60,31,665,73,500,5443,5443,5443,"0,5","36,5","6,9",100,0,0,TRUE,730,2025-06-09,2027-06-09,738,"0,06","0,1825",2025-06-08 00:00:00,2025-06-08 00:00:00,1,Medium,"0,6","190,2",Line_C,10000,4,25,32,40,1,"54,43",0
SKU0009_202507,2025-07-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,396,Exponential Smoothing,414,379,-35,35,"0,0923",50,8,58,31,764,0,264,5443,5443,5443,"0,5",0,0,"69,66",1,0,TRUE,730,2025-07-03,2027-07-03,732,"0,06",0,2025-07-08 00:00:00,2025-07-10 00:00:00,1,Medium,"0,6","227,4",Line_C,10000,1,25,32,40,1,"54,43",0
SKU0009_202508,2025-08-01 00:00:00,SKU0009,Packaging Grade C,Packaging,litre,374,404,Exponential Smoothing,334,318,-16,16,"0,0503",50,13,63,32,700,12,81,5443,5443,5443,"0,5",6,"1,1","29,25",1,0,TRUE,730,2025-08-02,2027-08-02,731,"0,06","0,03",2025-08-08 00:00:00,2025-08-17 00:00:00,0,Medium,"0,6","190,8",Line_C,10000,8,26,33,41,0,"54,43",0
SKU0010_202411,2024-11-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,199,Causal (Promo),220,291,71,71,"0,244",32,2,34,14,344,162,252,2662,2662,2662,"29,47","4774,14","16,7",100,0,0,TRUE,540,2024-11-04,2026-04-28,543,"0,1","39,7845",2024-11-08 00:00:00,2024-11-06 00:00:00,1,Medium,"42,7315","12434,8665",Line_A,20000,1,12,15,18,1,"13,31",0
SKU0010_202412,2024-12-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,203,Exponential Smoothing,309,237,-72,72,"0,3038",32,2,34,14,283,86,146,2662,2662,2662,"29,47","2534,42","10,9","97,89",1,0,TRUE,540,2024-12-02,2026-05-26,541,"0,1","21,12016667",2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"42,7315","10127,3655",Line_A,20000,3,12,15,18,0,"13,31",0
SKU0010_202501,2025-01-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,208,Exponential Smoothing,258,165,-93,93,"0,5636",32,10,42,16,247,143,160,2662,2662,2662,"29,47","4214,21",26,100,0,0,TRUE,540,2025-01-08,2026-07-02,547,"0,1","35,11841667",2025-01-08 00:00:00,2025-01-16 00:00:00,0,Medium,"42,7315","7050,6975",Line_A,20000,5,13,16,20,0,"13,31",0
SKU0010_202502,2025-02-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,212,Collaborative Judgment,250,258,8,8,"0,031",32,11,43,16,386,416,269,0,0,2662,"29,47","12259,52","48,4",100,0,0,TRUE,540,2025-02-10,2026-08-04,549,"0,1","102,1626667",2025-02-08 00:00:00,2025-02-06 00:00:00,1,Medium,"42,7315","11024,727",Line_A,20000,4,13,16,20,1,0,0
SKU0010_202503,2025-03-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,217,Collaborative Judgment,225,253,28,28,"0,1107",32,7,39,15,344,8,85,2662,2662,2662,"29,47","235,76","0,9","36,76",1,0,TRUE,540,2025-03-09,2026-08-31,548,"0,1","1,964666667",2025-03-08 00:00:00,2025-03-14 00:00:00,0,Medium,"42,7315","10811,0695",Line_A,20000,7,12,16,19,0,"13,31",0
SKU0010_202504,2025-04-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,221,ARIMA,251,278,27,27,"0,0971",32,6,38,15,367,144,276,2662,2662,2662,"29,47","4243,68","15,5",100,0,0,TRUE,540,2025-04-08,2026-09-30,547,"0,1","35,364",2025-04-08 00:00:00,2025-04-18 00:00:00,0,Medium,"42,7315","11879,357",Line_A,20000,7,12,15,19,0,"13,31",0
SKU0010_202505,2025-05-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,225,Exponential Smoothing,251,228,-23,23,"0,1009",32,5,37,15,296,140,176,2662,2662,2662,"29,47","4125,8","18,4",100,0,0,TRUE,540,2025-05-09,2026-10-31,548,"0,1","34,38166667",2025-05-08 00:00:00,2025-05-08 00:00:00,1,Medium,"42,7315","9742,782",Line_A,20000,7,12,15,19,1,"13,31",0
SKU0010_202506,2025-06-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,230,Collaborative Judgment,200,193,-7,7,"0,0363",32,3,35,14,239,308,155,0,0,2662,"29,47","9076,76","47,9",100,0,0,TRUE,540,2025-06-05,2026-11-27,544,"0,1","75,63966667",2025-06-08 00:00:00,2025-06-18 00:00:00,0,Medium,"42,7315","8247,1795",Line_A,20000,8,12,15,18,0,0,0
SKU0010_202507,2025-07-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,234,Collaborative Judgment,257,182,-75,75,"0,4121",32,9,41,15,264,176,45,2662,2662,2662,"29,47","5186,72",29,100,0,0,TRUE,540,2025-07-08,2026-12-30,547,"0,1","43,22266667",2025-07-08 00:00:00,2025-07-12 00:00:00,0,Medium,"42,7315","7777,133",Line_A,20000,6,13,16,20,0,"13,31",0
SKU0010_202508,2025-08-01 00:00:00,SKU0010,Surfactants Grade A,Surfactants,kg,221,239,ARIMA,206,230,24,24,"0,1043",32,6,38,15,306,272,147,2662,2662,2662,"29,47","8015,84","35,5",100,0,0,TRUE,540,2025-08-08,2027-01-30,547,"0,1","66,79866667",2025-08-08 00:00:00,2025-08-18 00:00:00,0,Medium,"42,7315","9828,245",Line_A,20000,6,12,15,19,0,"13,31",0
SKU0011_202411,2024-11-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,214,Exponential Smoothing,219,344,125,125,"0,3634",54,4,58,20,685,0,210,7149,0,7149,"12,22",0,0,"61,05",1,0,FALSE,1095,2024-11-05,2027-11-05,1099,"0,1",0,2024-11-08 00:00:00,2024-11-11 00:00:00,0,Medium,"17,719","6095,336",Line_B,,,16,20,25,0,,0
SKU0011_202412,2024-12-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,219,Exponential Smoothing,314,200,-114,114,"0,57",54,9,63,20,440,123,86,7149,0,7149,"12,22","1503,06","18,4",100,0,0,FALSE,1095,2024-12-03,2027-12-03,1097,"0,1","12,5255",2024-12-08 00:00:00,2024-12-16 00:00:00,0,Medium,"17,719","3543,8",Line_B,,,17,21,26,0,,0
SKU0011_202501,2025-01-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,224,Naive,251,196,-55,55,"0,2806",54,6,60,20,412,184,238,7149,0,7149,"12,22","2248,48","28,2",100,0,0,FALSE,1095,2025-01-06,2028-01-06,1100,"0,1","18,73733333",2025-01-08 00:00:00,2025-01-13 00:00:00,0,Medium,"17,719","3472,924",Line_B,,,16,21,26,0,,0
SKU0011_202502,2025-02-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,228,Causal (Promo),271,202,-69,69,"0,3416",54,6,60,20,424,155,186,7149,0,7149,"12,22","1894,1",23,100,0,0,FALSE,1095,2025-02-03,2028-02-03,1097,"0,1","15,78416667",2025-02-08 00:00:00,2025-02-18 00:00:00,0,Medium,"17,719","3579,238",Line_B,,,16,21,26,0,,0
SKU0011_202503,2025-03-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,233,Exponential Smoothing,232,305,73,73,"0,2393",54,2,56,19,588,257,160,7149,0,7149,"12,22","3140,54","25,3",100,0,0,FALSE,1095,2025-03-02,2028-03-01,1096,"0,1","26,17116667",2025-03-08 00:00:00,2025-03-12 00:00:00,0,Medium,"17,719","5404,295",Line_B,,,16,20,25,0,,0
SKU0011_202504,2025-04-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,238,Exponential Smoothing,246,219,-27,27,"0,1233",54,10,64,21,488,187,43,7149,0,7149,"12,22","2285,14","25,6",100,0,0,FALSE,1095,2025-04-05,2028-04-04,1099,"0,1","19,04283333",2025-04-08 00:00:00,2025-04-09 00:00:00,1,Medium,"17,719","3880,461",Line_B,,,17,21,27,1,,0
SKU0011_202505,2025-05-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,243,Exponential Smoothing,228,304,76,76,"0,25",54,4,58,20,608,329,156,7149,0,7149,"12,22","4020,38","32,5",100,0,0,FALSE,1095,2025-05-09,2028-05-08,1103,"0,1","33,50316667",2025-05-08 00:00:00,2025-05-17 00:00:00,0,Medium,"17,719","5386,576",Line_B,,,16,20,25,0,,0
SKU0011_202506,2025-06-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,248,Exponential Smoothing,214,259,45,45,"0,1737",54,4,58,20,521,179,29,7149,0,7149,"12,22","2187,38","20,7","80,31",1,0,FALSE,1095,2025-06-04,2028-06-03,1098,"0,1","18,22816667",2025-06-08 00:00:00,2025-06-06 00:00:00,1,Medium,"17,719","4589,221",Line_B,,,16,20,25,1,,0
SKU0011_202507,2025-07-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,252,Exponential Smoothing,289,251,-38,38,"0,1514",54,4,58,20,505,216,29,7149,0,7149,"12,22","2639,52","25,8","97,61",1,0,FALSE,1095,2025-07-09,2028-07-08,1103,"0,1","21,996",2025-07-08 00:00:00,2025-07-09 00:00:00,1,Medium,"17,719","4447,469",Line_B,,,16,20,25,1,,0
SKU0011_202508,2025-08-01 00:00:00,SKU0011,Surfactants Grade A,Surfactants,kg,238,257,Exponential Smoothing,265,168,-97,97,"0,5774",54,7,61,20,362,189,119,7149,0,7149,"12,22","2309,58","33,8",100,0,0,FALSE,1095,2025-08-06,2028-08-05,1100,"0,1","19,2465",2025-08-08 00:00:00,2025-08-12 00:00:00,0,Medium,"17,719","2976,792",Line_B,,,16,21,26,0,,0
SKU0012_202411,2024-11-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,352,ARIMA,439,407,-32,32,"0,0786",58,7,65,34,916,536,358,8276,8276,8276,"9,42","5049,12","39,5",100,0,0,TRUE,730,2024-11-02,2026-11-02,731,"0,14","58,9064",2024-11-08 00:00:00,2024-11-14 00:00:00,0,Medium,"15,072","6134,304",Line_C,10000,8,27,35,44,0,"82,76",0
SKU0012_202412,2024-12-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,360,Causal (Promo),417,551,134,134,"0,2432",58,7,65,34,1228,749,463,8276,8276,8276,"9,42","7055,58","40,8",100,0,0,TRUE,730,2024-12-10,2026-12-10,739,"0,14","82,3151",2024-12-08 00:00:00,2024-12-13 00:00:00,0,Medium,"15,072","8304,672",Line_C,10000,3,27,35,44,0,"82,76",0
SKU0012_202501,2025-01-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,368,Causal (Promo),443,314,-129,129,"0,4108",58,4,62,34,683,363,328,8276,8276,8276,"9,42","3419,46","34,7",100,0,0,TRUE,730,2025-01-06,2027-01-06,735,"0,14","39,8937",2025-01-08 00:00:00,2025-01-16 00:00:00,0,Medium,"15,072","4732,608",Line_C,10000,7,27,34,43,0,"82,76",0
SKU0012_202502,2025-02-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,375,Exponential Smoothing,395,388,-7,7,"0,018",58,8,66,35,889,407,323,8276,8276,8276,"9,42","3833,94","31,5",100,0,0,TRUE,730,2025-02-08,2027-02-08,737,"0,14","44,7293",2025-02-08 00:00:00,2025-02-16 00:00:00,0,Medium,"15,072","5847,936",Line_C,10000,3,28,35,44,0,"82,76",0
SKU0012_202503,2025-03-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,383,Collaborative Judgment,339,439,100,100,"0,2278",58,6,64,34,971,118,250,8276,8276,8276,"9,42","1111,56","8,1","83,83",1,0,TRUE,730,2025-03-08,2027-03-08,737,"0,14","12,9682",2025-03-08 00:00:00,2025-03-16 00:00:00,0,Medium,"15,072","6616,608",Line_C,10000,7,27,35,43,0,"82,76",0
SKU0012_202504,2025-04-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,391,Exponential Smoothing,401,330,-71,71,"0,2152",58,7,65,34,749,503,72,8276,8276,8276,"9,42","4738,26","45,7",100,0,0,TRUE,730,2025-04-06,2027-04-06,735,"0,14","55,2797",2025-04-08 00:00:00,2025-04-17 00:00:00,0,Medium,"15,072","4973,76",Line_C,10000,7,27,35,44,0,"82,76",0
SKU0012_202505,2025-05-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,399,Exponential Smoothing,393,344,-49,49,"0,1424",58,10,68,35,815,63,256,8276,8276,8276,"9,42","593,46","5,5","92,73",1,0,TRUE,730,2025-05-02,2027-05-02,731,"0,14","6,9237",2025-05-08 00:00:00,2025-05-13 00:00:00,0,Medium,"15,072","5184,768",Line_C,10000,6,28,36,45,0,"82,76",0
SKU0012_202506,2025-06-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,407,Exponential Smoothing,349,326,-23,23,"0,0706",58,12,70,36,797,476,415,8276,8276,8276,"9,42","4483,92","43,8",100,0,0,TRUE,730,2025-06-08,2027-06-08,737,"0,14","52,3124",2025-06-08 00:00:00,2025-06-17 00:00:00,0,Medium,"15,072","4913,472",Line_C,10000,3,28,36,45,0,"82,76",0
SKU0012_202507,2025-07-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,414,Exponential Smoothing,318,482,164,164,"0,3402",58,6,64,34,1062,31,351,8276,8276,8276,"9,42","292,02","1,9","79,25",1,0,TRUE,730,2025-07-05,2027-07-05,734,"0,14","3,4069",2025-07-08 00:00:00,2025-07-17 00:00:00,0,Medium,"15,072","7264,704",Line_C,10000,7,27,35,43,0,"82,76",0
SKU0012_202508,2025-08-01 00:00:00,SKU0012,Intermediates Grade C,Intermediates,kg,391,422,Collaborative Judgment,402,479,77,77,"0,1608",58,8,66,35,1089,244,278,8276,8276,8276,"9,42","2298,48","15,3",100,0,0,TRUE,730,2025-08-04,2027-08-04,733,"0,14","26,8156",2025-08-08 00:00:00,2025-08-05 00:00:00,1,Medium,"15,072","7219,488",Line_C,10000,4,28,35,44,1,"82,76",0
SKU0013_202411,2024-11-01 00:00:00,SKU0013,Solvents Grade B,Solvents,kg,330,297,Exponential Smoothing,326,353,27,27,"0,0765",24,12,36,22,446,55,67,3993,0,3993,"23,89","1313,95","4,7","34,56",1,0,FALSE,540,2024-11-04,2026-04-28,543,"0,12","13,1395",2024-11-08 00:00:00,2024-11-13 00:00:00,0,Medium,"32,2515","11384,7795",Line_A,,,17,22,28,0,,0
SKU0013_202412,2024-12-01 00:00:00,SKU0013,Solvents Grade B,Solvents,kg,330,304,Exponential Smoothing,314,273,-41,41,"0,1502",24,3,27,19,265,372,269,0,0,3993,"23,89","8887,08","40,9",100,0,0,FALSE,540,2024-12-04,2026-05-28,543,"0,12","88,8708",2024-12-08 00:00:00,2024-12-11 00:00:00,0,Medium,"32,2515","8804,6595",Line_A,,,15,19,24,0,,0
SKU0013_202501,2025-01-01 00:00:00,SKU0013,Solvents Grade B,Solvents,kg,330,310,Exponential Smoothing,306,334,28,28,"0,0838",24,9,33,21,388,198,290,3993,0,3993,"23,89","4730,22","17,8",100,0,0,FALSE,540,2025-01-10,2026-07-04,549,"0,12","47,3022",2025-01-08 00:00:00,2025-01-13 00:00:00,0,Medium,"32,2515","10772,001",Line_A,,,17,21,26,0,,0
SKU0013_202502,2025-02-01 00:00:00,SKU0013,Solvents Grade B,Solvents,kg,330,317,Collaborative Judgment,331,342,11,11,"0,0322",24,8,32,20,385,390,290,0,0,3993,"23,89","9317,1","34,2",100,0,0,FALSE,540,2025-02-05,2026-07-30,544,"0,12","93,171",2025-02-08 00:00:00,2025-02-12 00:00:00,0,Medium,"32,2515","11030,013",Line_A,,,16,21,26,0,,0
